Specialization,Certifications,CGPA/Percentage,Skills_ID_Categorized,Recommended_Career,Education_Level_ID_Categorized,Certifications_ID_Categorized
Science,No Certification,74,"Keuangan & Akuntansi, Pemasaran",Eksekutif Pemasaran,Magister,Tanpa Sertifikat
Computer Science,AWS Certified,79,Konseling,Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Tally ERP,91,"Keuangan & Akuntansi, Machine Learning, Python",Software Engineer,Doktor,Keuangan & ERP
Psychology,Mental Health Basics,78,Komunikasi,Akuntan Junior,Magister,Kesehatan Mental
Psychology,No Certification,61,"Konseling, Machine Learning, Python",Asisten Penjualan,Magister,Tanpa Sertifikat
Commerce,Creative Writing,82,Python,Financial Analyst,Sarjana,Penulisan Kreatif
Finance,Digital Marketing,71,Python,Business Analyst,Magister,Pemasaran Digital
Science,Tally ERP,95,Python,Akademisi/Dosen,SMA/Sederajat,Keuangan & ERP
Finance,Google Data Analytics,95,"MS Office, Machine Learning",ML Engineer,Magister,Analisis Data Google
Psychology,Mental Health Basics,78,"MS Office, Machine Learning, Python",Financial Analyst,SMA/Sederajat,Kesehatan Mental
Arts,Google Data Analytics,62,"Analisis Data & IT, Python",Staf Administrasi,SMA/Sederajat,Analisis Data Google
Engineering,Tally ERP,88,"Komunikasi, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Computer Science,Digital Marketing,88,"Komunikasi, Pemasaran",Software Engineer,SMA/Sederajat,Pemasaran Digital
Arts,Google Data Analytics,94,"MS Office, Pemasaran, Python",Operator Entri Data,Doktor,Analisis Data Google
Science,No Certification,88,"Keuangan & Akuntansi, Pemasaran",Business Analyst,Doktor,Tanpa Sertifikat
Arts,No Certification,87,"Analisis Data & IT, Keuangan & Akuntansi, SQL",Akuntan Junior,SMA/Sederajat,Tanpa Sertifikat
Computer Science,CFA Level 1,62,Keuangan & Akuntansi,Ilmuwan Peneliti,SMA/Sederajat,Keuangan (CFA)
Commerce,Mental Health Basics,69,"Keuangan & Akuntansi, MS Office, Pemasaran",Software Engineer,Magister,Kesehatan Mental
Business,Creative Writing,89,Keuangan & Akuntansi,Konselor Sekolah,Doktor,Penulisan Kreatif
Computer Science,No Certification,82,Komunikasi,Asisten Penjualan,SMA/Sederajat,Tanpa Sertifikat
Finance,Digital Marketing,63,Keuangan & Akuntansi,Software Engineer,Doktor,Pemasaran Digital
Business,AWS Certified,83,"Konseling, MS Office, Machine Learning",Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Commerce,Tally ERP,68,"MS Office, Pemasaran, SQL",Financial Analyst,SMA/Sederajat,Keuangan & ERP
Science,Digital Marketing,91,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Financial Analyst,Sarjana,Pemasaran Digital
Finance,Tally ERP,79,Pemasaran,Ilmuwan Peneliti,Magister,Keuangan & ERP
Engineering,Digital Marketing,90,SQL,Akuntan Junior,Doktor,Pemasaran Digital
Computer Science,Google Data Analytics,69,MS Office,ML Engineer,SMA/Sederajat,Analisis Data Google
Business,No Certification,78,Python,Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Commerce,Tally ERP,72,Analisis Data & IT,Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Computer Science,Creative Writing,66,SQL,Staf Administrasi,Magister,Penulisan Kreatif
Business,No Certification,72,"Konseling, Python",Business Analyst,Sarjana,Tanpa Sertifikat
Computer Science,Creative Writing,69,"Machine Learning, Pemasaran",Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Finance,CFA Level 1,73,"Analisis Data & IT, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Keuangan (CFA)
Business,AWS Certified,67,"MS Office, Python, SQL",Software Engineer,Sarjana,Cloud bersertifikat (AWS)
Business,Tally ERP,72,"Analisis Data & IT, Machine Learning, Python",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Business,AWS Certified,70,"Keuangan & Akuntansi, SQL",Staf Administrasi,Magister,Cloud bersertifikat (AWS)
Business,CFA Level 1,84,"Analisis Data & IT, MS Office",Asisten Penjualan,Sarjana,Keuangan (CFA)
Engineering,AWS Certified,80,Keuangan & Akuntansi,Eksekutif Pemasaran,Magister,Cloud bersertifikat (AWS)
Psychology,No Certification,64,Keuangan & Akuntansi,Ilmuwan Peneliti,Magister,Tanpa Sertifikat
Commerce,Tally ERP,77,"Keuangan & Akuntansi, Komunikasi",Business Analyst,SMA/Sederajat,Keuangan & ERP
Arts,Google Data Analytics,62,Analisis Data & IT,Konselor Sekolah,SMA/Sederajat,Analisis Data Google
Psychology,AWS Certified,77,"Pemasaran, SQL",Eksekutif Pemasaran,Magister,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,82,"Konseling, MS Office, SQL",Asisten Penjualan,Sarjana,Kesehatan Mental
Psychology,AWS Certified,94,"Keuangan & Akuntansi, Python, SQL",Akuntan Junior,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,AWS Certified,85,"Keuangan & Akuntansi, MS Office, Machine Learning",Akademisi/Dosen,Sarjana,Cloud bersertifikat (AWS)
Finance,AWS Certified,82,"MS Office, Machine Learning",Asisten Penjualan,Doktor,Cloud bersertifikat (AWS)
Science,Google Data Analytics,73,"Analisis Data & IT, Keuangan & Akuntansi, Python",Financial Analyst,SMA/Sederajat,Analisis Data Google
Finance,Digital Marketing,69,"Komunikasi, SQL",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Psychology,Mental Health Basics,95,"Keuangan & Akuntansi, Komunikasi, MS Office",Staf Administrasi,Magister,Kesehatan Mental
Commerce,AWS Certified,82,Analisis Data & IT,Staf Administrasi,Magister,Cloud bersertifikat (AWS)
Arts,CFA Level 1,64,"Machine Learning, Pemasaran",Eksekutif Pemasaran,Sarjana,Keuangan (CFA)
Psychology,Tally ERP,93,"Analisis Data & IT, Konseling, Machine Learning",Akademisi/Dosen,Sarjana,Keuangan & ERP
Arts,No Certification,87,"Analisis Data & IT, MS Office",Business Analyst,SMA/Sederajat,Tanpa Sertifikat
Science,No Certification,73,Python,Staf Administrasi,Doktor,Tanpa Sertifikat
Computer Science,Tally ERP,89,"Keuangan & Akuntansi, Machine Learning, Pemasaran",Financial Analyst,Sarjana,Keuangan & ERP
Psychology,No Certification,77,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",Staf Administrasi,Doktor,Tanpa Sertifikat
Psychology,No Certification,89,"Keuangan & Akuntansi, Komunikasi",Akademisi/Dosen,Sarjana,Tanpa Sertifikat
Commerce,CFA Level 1,95,Pemasaran,Ilmuwan Peneliti,Magister,Keuangan (CFA)
Engineering,CFA Level 1,64,"Komunikasi, Pemasaran, Python",Software Engineer,SMA/Sederajat,Keuangan (CFA)
Commerce,Google Data Analytics,87,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Business Analyst,Magister,Analisis Data Google
Engineering,Digital Marketing,64,"Analisis Data & IT, Machine Learning, Python",Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Commerce,CFA Level 1,92,Pemasaran,Akademisi/Dosen,SMA/Sederajat,Keuangan (CFA)
Computer Science,Mental Health Basics,62,"Keuangan & Akuntansi, Komunikasi, SQL",Business Analyst,Sarjana,Kesehatan Mental
Science,AWS Certified,93,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Commerce,Tally ERP,79,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,Magister,Keuangan & ERP
Computer Science,CFA Level 1,70,"Konseling, Pemasaran",Operator Entri Data,Sarjana,Keuangan (CFA)
Computer Science,Tally ERP,90,"Analisis Data & IT, Konseling, Machine Learning",Konselor Sekolah,Sarjana,Keuangan & ERP
Computer Science,Digital Marketing,93,Machine Learning,Staf Administrasi,Magister,Pemasaran Digital
Computer Science,CFA Level 1,82,Keuangan & Akuntansi,Software Engineer,Magister,Keuangan (CFA)
Commerce,Digital Marketing,86,"Keuangan & Akuntansi, Machine Learning",Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Commerce,AWS Certified,69,"Keuangan & Akuntansi, SQL",Software Engineer,Doktor,Cloud bersertifikat (AWS)
Finance,Creative Writing,76,"Keuangan & Akuntansi, Komunikasi, Konseling",Akuntan Junior,Sarjana,Penulisan Kreatif
Arts,Mental Health Basics,80,"Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Business,Creative Writing,88,"MS Office, Machine Learning",Akademisi/Dosen,Doktor,Penulisan Kreatif
Science,Tally ERP,79,"Konseling, Machine Learning, Python",Business Analyst,SMA/Sederajat,Keuangan & ERP
Commerce,Tally ERP,63,"Komunikasi, SQL",Ilmuwan Peneliti,SMA/Sederajat,Keuangan & ERP
Science,Digital Marketing,94,Python,Akuntan Junior,SMA/Sederajat,Pemasaran Digital
Commerce,Google Data Analytics,79,"Konseling, Pemasaran, SQL",Financial Analyst,SMA/Sederajat,Analisis Data Google
Arts,Digital Marketing,93,"Analisis Data & IT, Keuangan & Akuntansi, SQL",Akademisi/Dosen,Doktor,Pemasaran Digital
Science,AWS Certified,64,Keuangan & Akuntansi,Operator Entri Data,SMA/Sederajat,Cloud bersertifikat (AWS)
Engineering,No Certification,82,Konseling,Ilmuwan Peneliti,Doktor,Tanpa Sertifikat
Computer Science,Mental Health Basics,94,"Analisis Data & IT, MS Office",Financial Analyst,SMA/Sederajat,Kesehatan Mental
Engineering,AWS Certified,87,"Keuangan & Akuntansi, Konseling, MS Office",Akademisi/Dosen,Sarjana,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,83,Machine Learning,Ilmuwan Peneliti,Sarjana,Kesehatan Mental
Finance,Digital Marketing,77,Machine Learning,Operator Entri Data,SMA/Sederajat,Pemasaran Digital
Computer Science,No Certification,88,"Keuangan & Akuntansi, Komunikasi",Staf Administrasi,Sarjana,Tanpa Sertifikat
Psychology,Mental Health Basics,71,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",ML Engineer,Sarjana,Kesehatan Mental
Engineering,Mental Health Basics,87,"Machine Learning, Pemasaran",Asisten Penjualan,Magister,Kesehatan Mental
Psychology,CFA Level 1,74,Python,Akademisi/Dosen,Magister,Keuangan (CFA)
Finance,Mental Health Basics,92,Keuangan & Akuntansi,Financial Analyst,Doktor,Kesehatan Mental
Business,Digital Marketing,65,Keuangan & Akuntansi,Akademisi/Dosen,SMA/Sederajat,Pemasaran Digital
Engineering,Google Data Analytics,79,"Analisis Data & IT, Konseling",ML Engineer,Sarjana,Analisis Data Google
Finance,Creative Writing,74,"Komunikasi, SQL",ML Engineer,Sarjana,Penulisan Kreatif
Finance,No Certification,66,"Keuangan & Akuntansi, Komunikasi, SQL",Eksekutif Pemasaran,Sarjana,Tanpa Sertifikat
Engineering,No Certification,73,"Keuangan & Akuntansi, Komunikasi, SQL",ML Engineer,Magister,Tanpa Sertifikat
Science,Tally ERP,79,"Komunikasi, Konseling, MS Office",Akademisi/Dosen,Doktor,Keuangan & ERP
Computer Science,AWS Certified,69,"Keuangan & Akuntansi, Pemasaran, Python",Konselor Sekolah,SMA/Sederajat,Cloud bersertifikat (AWS)
Engineering,CFA Level 1,63,"Keuangan & Akuntansi, Pemasaran, Python",Software Engineer,Doktor,Keuangan (CFA)
Commerce,No Certification,83,"Keuangan & Akuntansi, Pemasaran",Business Analyst,SMA/Sederajat,Tanpa Sertifikat
Business,Mental Health Basics,68,Konseling,Akuntan Junior,Doktor,Kesehatan Mental
Engineering,No Certification,61,"Pemasaran, Python, SQL",Staf Administrasi,SMA/Sederajat,Tanpa Sertifikat
Commerce,No Certification,87,"Analisis Data & IT, Keuangan & Akuntansi, SQL",Ilmuwan Peneliti,SMA/Sederajat,Tanpa Sertifikat
Arts,Mental Health Basics,61,"Konseling, Machine Learning, SQL",Staf Administrasi,Magister,Kesehatan Mental
Arts,Mental Health Basics,80,SQL,ML Engineer,Magister,Kesehatan Mental
Computer Science,No Certification,64,"Keuangan & Akuntansi, MS Office, Machine Learning",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Science,AWS Certified,60,"Pemasaran, SQL",Software Engineer,Sarjana,Cloud bersertifikat (AWS)
Computer Science,AWS Certified,65,Analisis Data & IT,Konselor Sekolah,Sarjana,Cloud bersertifikat (AWS)
Psychology,Digital Marketing,90,Komunikasi,Business Analyst,Magister,Pemasaran Digital
Computer Science,Mental Health Basics,90,"Komunikasi, Pemasaran",Ilmuwan Peneliti,Doktor,Kesehatan Mental
Commerce,Google Data Analytics,77,"MS Office, Machine Learning",Financial Analyst,Sarjana,Analisis Data Google
Arts,No Certification,75,SQL,Ilmuwan Peneliti,SMA/Sederajat,Tanpa Sertifikat
Psychology,Mental Health Basics,95,"MS Office, Machine Learning",Operator Entri Data,SMA/Sederajat,Kesehatan Mental
Computer Science,Google Data Analytics,91,"Pemasaran, Python, SQL",Eksekutif Pemasaran,Doktor,Analisis Data Google
Arts,Tally ERP,67,"Konseling, Pemasaran",Financial Analyst,Magister,Keuangan & ERP
Business,Tally ERP,84,SQL,Staf Administrasi,Sarjana,Keuangan & ERP
Finance,Google Data Analytics,84,Keuangan & Akuntansi,Ilmuwan Peneliti,Magister,Analisis Data Google
Finance,CFA Level 1,90,"MS Office, Machine Learning",Financial Analyst,Doktor,Keuangan (CFA)
Business,Google Data Analytics,72,"Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,Doktor,Analisis Data Google
Computer Science,Creative Writing,89,"MS Office, Pemasaran",Operator Entri Data,Sarjana,Penulisan Kreatif
Business,Tally ERP,60,"Keuangan & Akuntansi, Konseling",Staf Administrasi,SMA/Sederajat,Keuangan & ERP
Arts,No Certification,90,Keuangan & Akuntansi,Konselor Sekolah,Doktor,Tanpa Sertifikat
Psychology,AWS Certified,83,MS Office,Asisten Penjualan,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,CFA Level 1,67,"Keuangan & Akuntansi, Konseling",Software Engineer,Magister,Keuangan (CFA)
Business,No Certification,90,"Konseling, MS Office, Machine Learning",Akuntan Junior,Magister,Tanpa Sertifikat
Commerce,Creative Writing,78,"Keuangan & Akuntansi, Machine Learning",Operator Entri Data,SMA/Sederajat,Penulisan Kreatif
Finance,No Certification,64,"Keuangan & Akuntansi, Konseling, Machine Learning",Software Engineer,Sarjana,Tanpa Sertifikat
Science,CFA Level 1,71,"Konseling, MS Office, SQL",ML Engineer,Doktor,Keuangan (CFA)
Commerce,CFA Level 1,81,"Keuangan & Akuntansi, MS Office",Business Analyst,Doktor,Keuangan (CFA)
Finance,Digital Marketing,66,Komunikasi,Financial Analyst,SMA/Sederajat,Pemasaran Digital
Psychology,Creative Writing,86,Machine Learning,Business Analyst,SMA/Sederajat,Penulisan Kreatif
Commerce,No Certification,86,SQL,Software Engineer,Doktor,Tanpa Sertifikat
Commerce,Google Data Analytics,84,"Machine Learning, Pemasaran, SQL",Operator Entri Data,Sarjana,Analisis Data Google
Arts,No Certification,82,"Machine Learning, Python, SQL",Akademisi/Dosen,Doktor,Tanpa Sertifikat
Engineering,No Certification,84,"Komunikasi, MS Office, SQL",Staf Administrasi,Doktor,Tanpa Sertifikat
Engineering,CFA Level 1,60,"Keuangan & Akuntansi, Machine Learning",Ilmuwan Peneliti,Sarjana,Keuangan (CFA)
Finance,CFA Level 1,79,"Analisis Data & IT, Keuangan & Akuntansi, Python",Ilmuwan Peneliti,Magister,Keuangan (CFA)
Arts,CFA Level 1,71,"Konseling, MS Office, Pemasaran",Software Engineer,Doktor,Keuangan (CFA)
Finance,Mental Health Basics,84,"Keuangan & Akuntansi, MS Office",Akademisi/Dosen,Sarjana,Kesehatan Mental
Psychology,Google Data Analytics,62,Keuangan & Akuntansi,Operator Entri Data,Doktor,Analisis Data Google
Engineering,Tally ERP,66,"Keuangan & Akuntansi, Machine Learning, Python",Akuntan Junior,SMA/Sederajat,Keuangan & ERP
Arts,Creative Writing,86,"Keuangan & Akuntansi, Pemasaran",Akademisi/Dosen,Doktor,Penulisan Kreatif
Engineering,Creative Writing,73,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Business Analyst,SMA/Sederajat,Penulisan Kreatif
Computer Science,AWS Certified,74,"Keuangan & Akuntansi, Komunikasi, Python",Akademisi/Dosen,Doktor,Cloud bersertifikat (AWS)
Psychology,Google Data Analytics,61,SQL,ML Engineer,Doktor,Analisis Data Google
Business,AWS Certified,87,"Keuangan & Akuntansi, Komunikasi, SQL",ML Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Engineering,Google Data Analytics,72,"Analisis Data & IT, Komunikasi",Staf Administrasi,SMA/Sederajat,Analisis Data Google
Commerce,No Certification,74,"MS Office, Machine Learning",Asisten Penjualan,Doktor,Tanpa Sertifikat
Computer Science,Creative Writing,76,"MS Office, Pemasaran",Akuntan Junior,Doktor,Penulisan Kreatif
Commerce,Tally ERP,83,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Keuangan & ERP
Psychology,Google Data Analytics,63,Keuangan & Akuntansi,Software Engineer,SMA/Sederajat,Analisis Data Google
Commerce,Google Data Analytics,79,Machine Learning,Asisten Penjualan,Magister,Analisis Data Google
Arts,Digital Marketing,71,SQL,Software Engineer,Doktor,Pemasaran Digital
Science,Mental Health Basics,79,"MS Office, Pemasaran, Python",Ilmuwan Peneliti,Doktor,Kesehatan Mental
Psychology,Tally ERP,69,Analisis Data & IT,Eksekutif Pemasaran,Sarjana,Keuangan & ERP
Engineering,Google Data Analytics,69,"Konseling, Python",Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Computer Science,Tally ERP,65,"Keuangan & Akuntansi, Machine Learning",Business Analyst,Sarjana,Keuangan & ERP
Arts,CFA Level 1,94,"Komunikasi, MS Office, Machine Learning",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Engineering,Google Data Analytics,84,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Staf Administrasi,Sarjana,Analisis Data Google
Science,No Certification,78,"Keuangan & Akuntansi, Komunikasi",Ilmuwan Peneliti,Magister,Tanpa Sertifikat
Business,Google Data Analytics,82,Analisis Data & IT,Financial Analyst,Sarjana,Analisis Data Google
Computer Science,CFA Level 1,69,"Komunikasi, Konseling, SQL",Akademisi/Dosen,SMA/Sederajat,Keuangan (CFA)
Arts,CFA Level 1,91,"Komunikasi, Python",Software Engineer,Sarjana,Keuangan (CFA)
Finance,Tally ERP,88,Keuangan & Akuntansi,Konselor Sekolah,Doktor,Keuangan & ERP
Finance,Digital Marketing,93,MS Office,Software Engineer,Magister,Pemasaran Digital
Engineering,Digital Marketing,61,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Magister,Pemasaran Digital
Computer Science,Mental Health Basics,67,"Analisis Data & IT, Keuangan & Akuntansi, Konseling",Ilmuwan Peneliti,Magister,Kesehatan Mental
Science,Mental Health Basics,77,"Keuangan & Akuntansi, SQL",Operator Entri Data,SMA/Sederajat,Kesehatan Mental
Business,Creative Writing,61,Analisis Data & IT,Asisten Penjualan,Doktor,Penulisan Kreatif
Finance,AWS Certified,71,"Analisis Data & IT, Komunikasi, SQL",Akademisi/Dosen,Magister,Cloud bersertifikat (AWS)
Arts,Digital Marketing,67,"Keuangan & Akuntansi, Komunikasi, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Commerce,Google Data Analytics,78,"Konseling, Python, SQL",Asisten Penjualan,Doktor,Analisis Data Google
Engineering,Google Data Analytics,95,"Analisis Data & IT, Keuangan & Akuntansi, SQL",Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Commerce,Digital Marketing,60,"Analisis Data & IT, Machine Learning",Software Engineer,Magister,Pemasaran Digital
Business,No Certification,84,"Analisis Data & IT, Komunikasi, Pemasaran",Operator Entri Data,Sarjana,Tanpa Sertifikat
Psychology,Creative Writing,68,"Analisis Data & IT, Keuangan & Akuntansi",Software Engineer,Doktor,Penulisan Kreatif
Finance,Google Data Analytics,71,"MS Office, Pemasaran, Python",Staf Administrasi,Doktor,Analisis Data Google
Computer Science,Digital Marketing,75,"Konseling, Python",Staf Administrasi,Doktor,Pemasaran Digital
Commerce,Google Data Analytics,83,"Keuangan & Akuntansi, Konseling, MS Office",Eksekutif Pemasaran,SMA/Sederajat,Analisis Data Google
Engineering,No Certification,72,"Analisis Data & IT, Komunikasi, Machine Learning",ML Engineer,Magister,Tanpa Sertifikat
Engineering,Mental Health Basics,90,"Keuangan & Akuntansi, SQL",Software Engineer,SMA/Sederajat,Kesehatan Mental
Engineering,Creative Writing,83,"Komunikasi, SQL",Konselor Sekolah,Sarjana,Penulisan Kreatif
Engineering,No Certification,86,"Keuangan & Akuntansi, Pemasaran",Asisten Penjualan,Doktor,Tanpa Sertifikat
Business,Google Data Analytics,85,"Komunikasi, MS Office",Operator Entri Data,SMA/Sederajat,Analisis Data Google
Business,Creative Writing,80,"Konseling, Python",ML Engineer,SMA/Sederajat,Penulisan Kreatif
Business,Digital Marketing,82,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Pemasaran Digital
Business,Mental Health Basics,83,"Analisis Data & IT, Keuangan & Akuntansi, SQL",Software Engineer,Magister,Kesehatan Mental
Arts,CFA Level 1,91,Analisis Data & IT,Financial Analyst,Doktor,Keuangan (CFA)
Engineering,AWS Certified,84,Keuangan & Akuntansi,Software Engineer,Magister,Cloud bersertifikat (AWS)
Arts,Mental Health Basics,70,Komunikasi,Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
