jenis_kelamin,jurusan_s1,spesialisasi_s1,minat,keterampilan,judul_sertifikasi,pekerjaan_pertama,ipk_s1,profil_lengkap
Female,Sarjana Sains,Aplikasi Komputer,Cloud Computing,Java; Python; SQL,"Linux,Git",Software,3.4,Sarjana Sains | Aplikasi Komputer | Cloud Computing | Java; Python; SQL | Software
Female,Sarjana Teknik,Ilmu Komputer,Teknologi,Artificial Intelligence; Pembelajaran Mesin; Python; SQL,No,Tidak Tersedia,3.25,Sarjana Teknik | Ilmu Komputer | Technology | Artificial Intelligence; Pembelajaran Mesin; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Kecerdasan Buatan; Ml; Python,Data Scientist,Data Scientist,3.42,Sarjana Teknik | Teknik Informatika | Technology | Kecerdasan Buatan; Ml; Python | Data Scientist
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Web Designing; Content Writing; Analisis Data; Ilmuwan Data,Business Knowledge; C++; Editing (Penyuntingan); Java; Kepemimpinan; Menulis; Pembelajaran Mesin; Python; Risk Management Skills; Visualisasi Data (Power BI/Tableau),Data Science,Tidak Tersedia,3.32,Sarjana Teknik | Teknik Informatika | Technology;Web Designing;Content Writing;Data Analytics;Data Scientist | Business Knowledge; C++; Editing (Penyuntingan); Java; Kepemimpinan; Menulis; Pembelajaran Mesin; Python; Risk Management Skills; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Analisis Data,Tidak Tersedia,No,Software Developer,2.66,Sarjana Teknik | Teknik Informatika | Data Analytics | Tidak Tersedia | Software Developer
Male,Sarjana Teknik,Teknik Informatika,Pekerjaan Perangkat Lunak,Android; Css; HTML; Js; Php,"Js, Php,Css,Html, Android",It Engineer,3.15,Sarjana Teknik | Teknik Informatika | Software Job | Android; Css; HTML; Js; Php | It Engineer
Male,Sarjana Komputer,Aplikasi Komputer,Pengembangan Web,Cloud Computing; Java; Pemrograman; SQL,No,Programmer Analyst,2.54,Sarjana Komputer | Aplikasi Komputer | Web Development | Cloud Computing; Java; Pemrograman; SQL | Programmer Analyst
Male,Sarjana Teknik,Teknik Informatika,Pekerjaan Perangkat Lunak,Full Stack; SQL,"Full Stack, Sql",Qa Analyst,3.15,Sarjana Teknik | Teknik Informatika | Software Job | Full Stack; SQL | Qa Analyst
Male,Sarjana Komputer,Software Development,Analisis Keuangan; Penelitian; Social Justice; Pengajaran; Perdagangan; Content Writing,Berpikir Analitis; Business Knowledge; C++; Java; Linux; Python; Visualisasi Data (Power BI/Tableau),C++,Entry Level Software Engineer,2.49,Sarjana Komputer | Software Development | Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing | Berpikir Analitis; Business Knowledge; C++; Java; Linux; Python; Visualisasi Data (Power BI/Tableau) | Entry Level Software Engineer
Male,Sarjana Teknik,Mechanical Engineering,News Coverage; Penelitian; Digital Marketing; Home Interior Design; Ilmuwan Data; Pengembangan Web; Market Reserach; Social Media Marketing,C++; Pemrograman,No,Tidak Tersedia,2.93,Sarjana Teknik | Mechanical Engineering | News Coverage;Research;Digital Marketing;Home Interior Design;Data Scientist;Web Development;Market Reserach;Social Media Marketing | C++; Pemrograman | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Java; Python; SQL,No,Pat,2.92,Sarjana Teknik | Teknik Informatika | Technology | Java; Python; SQL | Pat
Female,Sarjana Teknik,Teknik Informatika,Teknologi; Kepemerintahan; Ilmuwan Data,C++; Java; Problem Solving Skills; SQL,Data Scientist,Tidak Tersedia,2.8,Sarjana Teknik | Teknik Informatika | Technology;Govt. Job;Data Scientist | C++; Java; Problem Solving Skills; SQL | Tidak Tersedia
Female,Sarjana Ekonomi,Aplikasi Komputer,Pengajaran,Derivatives,No,Computer Software Engineer,2.62,Sarjana Ekonomi | Aplikasi Komputer | Teaching | Derivatives | Computer Software Engineer
Male,Sarjana Teknik,Teknik Informatika,Analisis Data,Tidak Tersedia,No,Fsc,2.96,Sarjana Teknik | Teknik Informatika | Data Analytics | Tidak Tersedia | Fsc
Male,Sarjana Teknik,Teknik Informatika,Pekerjaan Perangkat Lunak,Tidak Tersedia,No,Pengembang,3.04,Sarjana Teknik | Teknik Informatika | Software Job | Tidak Tersedia | Developer
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Keterampilan Komunikasi; SQL,Linkedin Certification,Computer Software Engineer,2.88,Sarjana Teknik | Teknik Informatika | Technology | Keterampilan Komunikasi; SQL | Computer Software Engineer
Female,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; News Coverage; Penelitian; Penjualan/Pemasaran; Social Justice; Take Risk For Profits; Pengajaran; Teknologi; Perdagangan; Kewirausahaan; Understand Human Behaviour; Understand Human Body,Akuntansi; Artistic Skills; Berpikir Kritis; Java; Keterampilan Komunikasi; Mendengarkan Aktif; Ml; News Gathering; Product Knowledge,No,Mahasiswa (Belum Bekerja),2.4,"Sarjana Teknik | Teknik Informatika | Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take Risk For Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body | Akuntansi; Artistic Skills; Berpikir Kritis; Java; Keterampilan Komunikasi; Mendengarkan Aktif; Ml; News Gathering; Product Knowledge | Student (Unemployed)"
Male,Sarjana Komputer,Office Management,News Coverage; Web Designing; Analisis Data; Kepemerintahan; Game Industry; Digital Marketing; Ilmuwan Data; Pengembangan Web; Social Media Marketing; Information Technology,Akuntansi; C++; Gathering Information; Hardware Skills; Hospitality; Java; Menulis; Pemrograman; People Management; Python; Risk Management Skills; SQL,Bca,Tidak Tersedia,2.4,Sarjana Komputer | Office Management | News Coverage;Web Designing;Data Analytics;Govt. Job;Game Industry;Digital Marketing;Data Scientist;Web Development;Social Media Marketing;Information Technology | Akuntansi; C++; Gathering Information; Hardware Skills; Hospitality; Java; Menulis; Pemrograman; People Management; Python; Risk Management Skills; SQL | Tidak Tersedia
Male,Sarjana Teknik,Entc,Teknologi; Ilmuwan Data; Pengembangan Web; Ilmu Data; Information Technology,Pemrograman; Python; SQL,Python,Tidak Tersedia,2.73,Sarjana Teknik | Entc | Technology;Data Scientist;Web Development;All Fields Related To Data Science.;Information Technology | Pemrograman; Python; SQL | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; Teknologi,Business Knowledge; Designing Skills; Gathering Informing; Kepemimpinan; Menulis; SQL,Java,Business Analyst,2.98,"Sarjana Teknik | Teknik Informatika | Financial Analysis, Technology | Business Knowledge; Designing Skills; Gathering Informing; Kepemimpinan; Menulis; SQL | Business Analyst"
Female,Sarjana Sains,Ilmu Komputer,Pengajaran; Analisis Data; Ilmuwan Data,Kepemimpinan; Pemrograman; Php; Problem Solving Skills; SQL,No,Tidak Tersedia,2.28,Sarjana Sains | Ilmu Komputer | Teaching;Data Analytics;Data Scientist | Kepemimpinan; Pemrograman; Php; Problem Solving Skills; SQL | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Cyber Security; Teknologi; Analisis Data; Machine Learning; Cloud Computing,Cyber Security Risk; Cybersecurity Incident Response; Endpoint Security; Information Security; Iso 27001; Iso 27001 Lead Auditor; Palo Alto Networks; Pki; Proofpoint; Security; Security Information And Event Management (Siem; Sophoss; Splunk; Symantec Endpoint Protection; Threat & Vulnerability Management; Threat Analysis; Threat Assessment; Vulnerability Assessment; Vulnerability Management; Vulnerability Scanning,"Applied Cybersecurity Essentials Hybrid Intensive;
Iso 27001 Lead Auditor Information Security Management System ;Splunk Fundamentals;
Accredited Configuration Engineer (Ace);Ethical Hacking",Cyber Security Analyst,3.09,"Sarjana Teknik | Teknik Informatika | Cyber Security,Technology,Data Analytics,Machine Learning,Cloud Computing | Cyber Security Risk; Cybersecurity Incident Response; Endpoint Security; Information Security; Iso 27001; Iso 27001 Lead Auditor; Palo Alto Networks; Pki; Proofpoint; Security; Security Information And Event Management (Siem; Sophoss; Splunk; Symantec Endpoint Protection; Threat & Vulnerability Management; Threat Analysis; Threat Assessment; Vulnerability Assessment; Vulnerability Management; Vulnerability Scanning | Cyber Security Analyst"
Male,Sarjana Sains,Aplikasi Komputer,Teknologi,Business Knowledge; Keterampilan Komunikasi,No,Mahasiswa (Belum Bekerja),3.04,Sarjana Sains | Aplikasi Komputer | Technology | Business Knowledge; Keterampilan Komunikasi | Student (Unemployed)
Female,Sarjana Teknik,Teknologi Informasi,Analisis Keuangan,Artistic Skills; Berpikir Analitis; Berpikir Kritis; Creativity Skills; Designing Skills; Editing (Penyuntingan); Java; Kecerdasan Buatan; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Mass Communication; Membaca; Mendengarkan Aktif; Menulis; Microsoft Excel; Product Knowledge; Visualisasi Data (Power BI/Tableau),No,Software Engineer,2.82,Sarjana Teknik | Teknologi Informasi | Financial Analysis | Artistic Skills; Berpikir Analitis; Berpikir Kritis; Creativity Skills; Designing Skills; Editing (Penyuntingan); Java; Kecerdasan Buatan; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Mass Communication; Membaca; Mendengarkan Aktif; Menulis; Microsoft Excel; Product Knowledge; Visualisasi Data (Power BI/Tableau) | Software Engineer
Female,Magister Komputer,Teknik Informatika,Kepemerintahan,Akuntansi,No,Akuntan,2.6,Magister Komputer | Teknik Informatika | Govt. Job | Akuntansi | Accountant
Male,Sarjana Teknik,Teknologi Informasi,Pengembangan Web; Information Technology,Artificial Intelligence; C++; Java; Linux; Python; SQL,No,Tidak Tersedia,3.0,Sarjana Teknik | Teknologi Informasi | Web Development;Information Technology | Artificial Intelligence; C++; Java; Linux; Python; SQL | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Penelitian; Teknologi; Ilmuwan Data,Artificial Intelligence; Berpikir Analitis; Gathering Information; Pemrograman; Python,Java,Tidak Tersedia,3.22,Sarjana Teknik | Teknik Informatika | Research;Technology;Data Scientist | Artificial Intelligence; Berpikir Analitis; Gathering Information; Pemrograman; Python | Nothing
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Berpikir Kritis; Gathering Information; Java; Kepemimpinan; Keterampilan Komunikasi; Pemrograman; People Management; SQL,"Oracle Associate Developer, Microsoft Azure Fundamentals, Microsoft Azure Data Adsociate",Software Engineer,2.81,Sarjana Teknik | Teknik Informatika | Technology | Berpikir Kritis; Gathering Information; Java; Kepemimpinan; Keterampilan Komunikasi; Pemrograman; People Management; SQL | Software Engineer
Male,Diploma,Pharmaceutical Sciences,Analisis Data; Game Industry; Ilmuwan Data; Information Technology,Berpikir Analitis; Kepemimpinan; Keterampilan Komunikasi; Pembelajaran Mesin; Pemrograman; Python,No,Tidak Tersedia,2.47,Diploma | Pharmaceutical Sciences | Data Analytics;Game Industry;Data Scientist;Information Technology | Berpikir Analitis; Kepemimpinan; Keterampilan Komunikasi; Pembelajaran Mesin; Pemrograman; Python | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Analisis Data; Machine Learning; Cloud Computing; Cyber Security,Application Security; Ethical Hacking; Owasp; Penetration Testing; Python (Programming Language; Shell Scripting; Vulnerability Assessment; Web Application Security; Web Application Security Assessment,Certified Ethical Hacker (Ceh);Cyberark Privileged Access Security;Security Certified Network Specialist (Scns),Cyber Security Engineer,3.19,"Sarjana Teknik | Teknik Informatika | Technology,Data Analytics,Machine Learning,Cloud Computing,Cyber Security | Application Security; Ethical Hacking; Owasp; Penetration Testing; Python (Programming Language; Shell Scripting; Vulnerability Assessment; Web Application Security; Web Application Security Assessment | Cyber Security Engineer"
Female,Sarjana Sains,Ilmu Komputer,Pengajaran; Game Industry; Ilmu Data,Pembelajaran Mesin; Pemrograman; Python; SQL,Ios Course,Tidak Tersedia,2.6,Sarjana Sains | Ilmu Komputer | Teaching;Game Industry;All Fields Related To Data Science. | Pembelajaran Mesin; Pemrograman; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Penelitian; Teknologi; Analisis Data,Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Finance Related Skills; Gathering Information; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Product Knowledge; Python; SQL; Visualisasi Data (Power BI/Tableau); Wealth Management,Python Programming,Associate Data Scientist,3.34,Sarjana Teknik | Teknik Informatika | Research;Technology;Data Analytics | Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Finance Related Skills; Gathering Information; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Linux; Mass Communication; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; People Management; Problem Solving Skills; Product Knowledge; Python; SQL; Visualisasi Data (Power BI/Tableau); Wealth Management | Associate Data Scientist
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Analisis Data; Ilmuwan Data; Ilmu Data,Artificial Intelligence; C++; Pembelajaran Mesin; SQL; Visualisasi Data (Power BI/Tableau),Python Data Structures,Data Analyst,2.85,Sarjana Teknik | Teknik Informatika | Technology;Data Analytics;Data Scientist;All Fields Related To Data Science. | Artificial Intelligence; C++; Pembelajaran Mesin; SQL; Visualisasi Data (Power BI/Tableau) | Data Analyst
Male,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; Penelitian; Teknologi; Perdagangan,Berpikir Analitis; Business Knowledge; C++; Java; Kecerdasan Buatan; Ml; Oracle; Pemrograman; People Management; Python; SQL,Data Science Program,Mahasiswa (Belum Bekerja),3.44,"Sarjana Teknik | Teknik Informatika | Financial Analysis, Research, Technology, Trading | Berpikir Analitis; Business Knowledge; C++; Java; Kecerdasan Buatan; Ml; Oracle; Pemrograman; People Management; Python; SQL | Student (Unemployed)"
Male,Sarjana Teknik,Teknologi Informasi,Kewirausahaan,Berpikir Analitis; Berpikir Kritis; Building Rapport; C++; Java; Kepemimpinan; Kerja Tim; Keterampilan Interpersonal; Logika; Mendengarkan Aktif; Menulis; Oracle; Pemrograman; People Management; Problem Solving Skills; Python; SQL; Subject Knowledge,No,Java Developer,2.96,Sarjana Teknik | Teknologi Informasi | Entrepreneurship | Berpikir Analitis; Berpikir Kritis; Building Rapport; C++; Java; Kepemimpinan; Kerja Tim; Keterampilan Interpersonal; Logika; Mendengarkan Aktif; Menulis; Oracle; Pemrograman; People Management; Problem Solving Skills; Python; SQL; Subject Knowledge | Java Developer
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Web Designing; Analisis Data; Game Industry; Ilmuwan Data; Pengembangan Web,Architecture; Artificial Intelligence; C++; Designing Skills; Gathering Information; Good Communication Skills; Hardware Skills; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Negotiation Skills; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),No,Tidak Tersedia,3.44,Sarjana Teknik | Teknik Informatika | Technology;Web Designing;Data Analytics;Game Industry;Data Scientist;Web Development | Architecture; Artificial Intelligence; C++; Designing Skills; Gathering Information; Good Communication Skills; Hardware Skills; Java; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Negotiation Skills; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Penelitian; Teknologi; Kewirausahaan,Creativity Skills; Java; Kerja Tim; Linux; Microsoft Excel; Pemrograman,No,Computer Software Engineer,2.64,"Sarjana Teknik | Teknik Informatika | Research, Technology, Entrepreneurship | Creativity Skills; Java; Kerja Tim; Linux; Microsoft Excel; Pemrograman | Computer Software Engineer"
Female,Sarjana Teknik,Teknik Informatika,Teknologi; Pengajaran,Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Membaca; Mendengarkan Aktif; Microsoft Excel; Pemrograman,No,Teaching,2.81,"Sarjana Teknik | Teknik Informatika | Technology,Teaching | Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Presentasi; Membaca; Mendengarkan Aktif; Microsoft Excel; Pemrograman | Teaching"
Female,Bac,Teknik Informatika,Teknologi,Akuntansi; Java; Oracle; Pemrograman; Python; SQL,No,Tidak Tersedia,2.58,Bac | Teknik Informatika | Technology | Akuntansi; Java; Oracle; Pemrograman; Python; SQL | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Analisis Data; Ilmuwan Data; Machine Learning,Berpikir Analitis; Berpikir Kritis; Pemrograman; Python,No,Tidak Tersedia,2.24,Sarjana Teknik | Teknik Informatika | Data Analytics;Data Scientist;Machine Learning | Berpikir Analitis; Berpikir Kritis; Pemrograman; Python | Tidak Tersedia
Male,Sarjana Teknik,Teknologi Informasi,Analisis Keuangan; News Coverage; Supply Chain Analysis,Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Negotiation Skills; Pembelajaran Mesin; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),360 Digit Data Scientist,Purchase Executive,3.2,Sarjana Teknik | Teknologi Informasi | Financial Analysis;News Coverage;Supply Chain Analysis | Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Negotiation Skills; Pembelajaran Mesin; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Purchase Executive
Female,Sarjana Teknik,Teknologi Informasi,Analisis Data; Digital Marketing; Ilmuwan Data,Risk Management Skills; SQL; Sap; Visualisasi Data (Power BI/Tableau),Test Automation,Qa Specialist,3.12,Sarjana Teknik | Teknologi Informasi | Data Analytics;Digital Marketing;Data Scientist | Risk Management Skills; SQL; Sap; Visualisasi Data (Power BI/Tableau) | Qa Specialist
Female,Sarjana Sains,Teknologi Informasi,Penelitian,Ml; Python,Machine Learning With Python,Eksekutif Penjualan,3.15,Sarjana Sains | Teknologi Informasi | Research | Ml; Python | Sales Executive
Male,Sarjana Teknik,Teknik Informatika,Ilmuwan Data,Berpikir Analitis; Cloud Computing; Good Communication Skills; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau),"Python, Data Science",Tidak Tersedia,3.27,Sarjana Teknik | Teknik Informatika | Data Scientist | Berpikir Analitis; Cloud Computing; Good Communication Skills; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Python; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Teknik,Aplikasi Komputer,Pekerjaan Perangkat Lunak,Networking,Networking,Apac Engineer,3.15,Sarjana Teknik | Aplikasi Komputer | Software Job | Networking | Apac Engineer
Male,Sarjana Teknik,Electronics And Communication Engineering,Teknologi; Desain; Information Technology,Artificial Intelligence; Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python; Visualisasi Data (Power BI/Tableau),Data Science Using R Programming And Python,Tidak Tersedia,2.61,Sarjana Teknik | Electronics And Communication Engineering | Technology;Design;Information Technology | Artificial Intelligence; Berpikir Analitis; Pembelajaran Mesin; Pemrograman; Python; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; Penjualan/Pemasaran; Teknologi; Perdagangan,C++; Kecerdasan Buatan; Keterampilan Komunikasi; Pemrograman; Python,Rpa,Rpa Developer,3.04,"Sarjana Teknik | Teknik Informatika | Financial Analysis, Sales/Marketing, Technology, Trading | C++; Kecerdasan Buatan; Keterampilan Komunikasi; Pemrograman; Python | Rpa Developer"
Female,Sarjana Teknik,Teknik Informatika,Analisis Data,Gathering Information; Matlab; Mendengarkan Aktif; Problem Solving Skills; Python,No,Tidak Tersedia,2.92,Sarjana Teknik | Teknik Informatika | Data Analytics | Gathering Information; Matlab; Mendengarkan Aktif; Problem Solving Skills; Python | Tidak Tersedia
Female,Sarjana Sains,Automobile Engineering,Ilmuwan Data; Pengembangan Web; Machine Learning,Gathering Information; Mendengarkan Aktif; Pemrograman; Programming Language C; Python; SQL,No,Tidak Tersedia,3.42,Sarjana Sains | Automobile Engineering | Data Scientist;Web Development;Machine Learning | Gathering Information; Mendengarkan Aktif; Pemrograman; Programming Language C; Python; SQL | Tidak Tersedia
Male,Bba,Teknik Informatika,Analisis Keuangan; Perdagangan,Berpikir Analitis; Berpikir Kritis; Market Study,No,Mahasiswa (Belum Bekerja),2.72,"Bba | Teknik Informatika | Financial Analysis, Trading | Berpikir Analitis; Berpikir Kritis; Market Study | Student (Unemployed)"
Male,Sarjana Teknik,Teknologi Informasi,Teknologi; Understand Human Behaviour; Kepemerintahan; Infrastructure; Desain; Construction; Construction Manegement,Construction Management; Keahlian Software Teknik (STAAD/ETABS); Proeficiency In Software Like Staad Pro,Advance Construction Technology,Civil & Structural Engineer,3.12,Sarjana Teknik | Teknologi Informasi | Technology;Understand Human Behaviour;Govt. Job;Infrastructure;Design;Construction;Construction Manegement | Construction Management; Keahlian Software Teknik (STAAD/ETABS); Proeficiency In Software Like Staad Pro | Civil & Structural Engineer
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Pemrograman,Programming,Dot Net Developer,2.43,Sarjana Teknik | Teknik Informatika | Technology | Pemrograman | Dot Net Developer
Male,Sarjana Ekonomi,Aplikasi Komputer,News Coverage; Penelitian; Pengajaran; Market Reserach; Infrastructure; Social Causes; Industires,Business Knowledge,No,Tidak Tersedia,2.52,Sarjana Ekonomi | Aplikasi Komputer | News Coverage;Research;Teaching;Market Reserach;Infrastructure;Social Causes;Industires | Business Knowledge | Tidak Tersedia
Male,Bba,Ilmu Komputer,Penjualan/Pemasaran; Market Reserach,Hardware Skills; Mendengarkan Aktif; Problem Solving Skills; Risk Management Skills; Sales,Entrepreneurship Development Program,Marketing Guy (Tma),3.12,Bba | Ilmu Komputer | Sales/Marketing;Market Reserach | Hardware Skills; Mendengarkan Aktif; Problem Solving Skills; Risk Management Skills; Sales | Marketing Guy (Tma)
Female,Sarjana Teknik,Commerce,Penelitian; Understand Human Behaviour; Content Writing; Desain; Information Technology,C++; Designing Skills; Java; Kepemimpinan; Keterampilan Komunikasi; Menulis; Pemrograman; Product Knowledge; Python; SQL,No,Tidak Tersedia,3.23,Sarjana Teknik | Commerce | Research;Understand Human Behaviour;Content Writing;Design;Information Technology | C++; Designing Skills; Java; Kepemimpinan; Keterampilan Komunikasi; Menulis; Pemrograman; Product Knowledge; Python; SQL | Tidak Tersedia
Female,Sarjana Sastra,Teknik Informatika,Pengajaran,Mengajar,N.T.T.,Guru,3.92,Sarjana Sastra | Teknik Informatika | Teaching | Mengajar | Teacher
Female,Sarjana Sastra,Teknik Informatika,Pengajaran; Kepemerintahan,Mendengarkan Aktif; Mengajar; Problem Solving Skills; Teaching Experience,No,Tidak Tersedia,2.48,Sarjana Sastra | Teknik Informatika | Teaching;Govt. Job | Mendengarkan Aktif; Mengajar; Problem Solving Skills; Teaching Experience | Tidak Tersedia
Male,Sarjana Teknik,Aplikasi Komputer,Kepemerintahan; Industires; Sap Consultant In Mm,C++; Designing Skills; Python,No,Tidak Tersedia,2.55,Sarjana Teknik | Aplikasi Komputer | Govt. Job;Industires;Sap Consultant In Mm | C++; Designing Skills; Python | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Penelitian; Pengajaran; Teknologi; Analisis Data; Agriculture; Services,Akuntansi; Business Knowledge; Hardware Skills; Mendengarkan Aktif; Problem Solving Skills,No,Ups Supervisor,3.08,"Sarjana Teknik | Teknik Informatika | Research;Teaching;Technology;Data Analytics;Agriculture, Services | Akuntansi; Business Knowledge; Hardware Skills; Mendengarkan Aktif; Problem Solving Skills | Ups Supervisor"
Male,Sarjana Teknik,Computer Science And Engineering,Pengajaran,Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Presentasi; Mendengarkan Aktif,No,Teaching,2.96,Sarjana Teknik | Computer Science And Engineering | Teaching | Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Presentasi; Mendengarkan Aktif | Teaching
Male,Sarjana Teknik,Ilmu Komputer,Machine Learning,Algorithms; Androidstudio; Back-End Web Development; Bootstrap; C++; Cascading Style Sheets (Css; Competitive Programming; Core Java; Cpp; Data Structures; Database Management System (Dbms; Databases; Debugging; Git; Hibernate; Html5; Intellijidea; Javajava; Javascript; Junit; Linux; Object Oriented Design; Object-Oriented Programming (Oop; Pemecahan Masalah; Postman Api; React; Software Development; Spring Framework; Webstorm; Xcode,International Collegiate Programming Contest,Software Development Engineer,3.47,Sarjana Teknik | Ilmu Komputer | Machine Learning | Algorithms; Androidstudio; Back-End Web Development; Bootstrap; C++; Cascading Style Sheets (Css; Competitive Programming; Core Java; Cpp; Data Structures; Database Management System (Dbms; Databases; Debugging; Git; Hibernate; Html5; Intellijidea; Javajava; Javascript; Junit; Linux; Object Oriented Design; Object-Oriented Programming (Oop; Pemecahan Masalah; Postman Api; React; Software Development; Spring Framework; Webstorm; Xcode | Software Development Engineer
Male,Sarjana Teknik,Ilmu Komputer,Teknologi; Web Designing,Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Mendengarkan Aktif; Pemrograman; Problem Solving Skills; Python,Internship At Icloud,Associate Consultant,2.55,Sarjana Teknik | Ilmu Komputer | Technology;Web Designing | Berpikir Analitis; Berpikir Kritis; Keterampilan Komunikasi; Mendengarkan Aktif; Pemrograman; Problem Solving Skills; Python | Associate Consultant
Male,Sarjana Sains,Electronics And Communication Engineering,Pengembangan Web; Information Technology,C++; Keterampilan Komunikasi; Pemrograman,No,Jumio Document Verification Team,2.68,Sarjana Sains | Electronics And Communication Engineering | Web Development;Information Technology | C++; Keterampilan Komunikasi; Pemrograman | Jumio Document Verification Team
Male,Magister Administrasi Bisnis,Aplikasi Komputer,Penjualan/Pemasaran; Supply Chain Analysis; Analisis Data,Berpikir Analitis; Berpikir Kritis; Finance Related Skills; Mendengarkan Aktif,No,Manajer,2.2,Magister Administrasi Bisnis | Aplikasi Komputer | Sales/Marketing;Supply Chain Analysis;Data Analytics | Berpikir Analitis; Berpikir Kritis; Finance Related Skills; Mendengarkan Aktif | Manager
Female,Sarjana Komputer,Teknik Informatika,Pengajaran,Mengajar,No,Placement Trainee,3.27,Sarjana Komputer | Teknik Informatika | Teaching | Mengajar | Placement Trainee
Male,Diploma,Teknik Informatika,Pengajaran,Editing (Penyuntingan),No,Hr,2.16,Diploma | Teknik Informatika | Teaching | Editing (Penyuntingan) | Hr
Male,Sarjana Ekonomi,Teknik Informatika,Kepemerintahan,Akuntansi; Berpikir Kritis; Content Creation; Editing (Penyuntingan),No,Miritary Soldier,2.36,Sarjana Ekonomi | Teknik Informatika | Govt. Job | Akuntansi; Berpikir Kritis; Content Creation; Editing (Penyuntingan) | Miritary Soldier
Male,Sarjana Teknik,Mechanical Engineering,Web Designing; Information Technology,Pemrograman,No,Software Engineer,2.08,Sarjana Teknik | Mechanical Engineering | Web Designing;Information Technology | Pemrograman | Software Engineer
